city_name,overall_risk,general_fund_reserves_risk,debt_burden_risk,liquidity_risk,revenue_trends_risk,pension_obligations_risk,pension_funding_risk,pension_costs_risk,future_pension_costs_risk,opeb_obligations_risk,opeb_funding_risk,overall_points,general_fund_reserves_points,debt_burden_points,liquidity_points,revenue_trends_points,pension_obligations_points,pension_funding_points,pension_costs_points,future_pension_costs_points,opeb_obligations_points,opeb_funding_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,end_year,county_name,zip,entity_name,eligible,total_registered,democratic,republican,american_independent,green,libertarian,peace_and_freedom,unknown,other,no_party_preference,AMI
Fortuna,Low,LOW,MODERATE,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,88.92,30,10.25,10,4.75,8.32,3.65,3.89,3.06,10,5,1.07,0.77,12.89,0.18,0.46,0.73,0.04,0.07,NA,NA,12322,0.031,4725607,366729,16484559,21353194,0.22,7096062,6661693,4855162,5233809,7096062,6135617,6756693,8417191,9723507,0,26579881,36267739,880291,1503126.18,NA,2018,Humboldt,95540,Fortuna,103224,85183,39744,20335,2797,1339,1045,420,425,518,18560,80300
Foster City,Low,LOW,LOW,LOW,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,HIGH,79.75,30,15,10,3.13,4,3.45,2.78,1.39,10,0,1.33,0.04,9.81,0.05,1,0.69,0.08,0.13,0.14,0,34109,0.021,41961646,4279145,3146532,81576787,0.14,53371052,40080179,41046604,45628490,53371052,43557905,44077681,47828103,81720266,0,176735935,257549725,6506323,10396276.19,11812000,2018,San Mateo,94404,Foster City,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Fountain Valley,Moderate,LOW,MODERATE,LOW,LOW,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,70.77,24.51,12.99,10,4.5,2.4,3.7,2.78,0.83,8.16,0.9,0.69,0.44,14.32,0.16,1.2,0.74,0.08,0.15,0.48,0.18,55663,0.031,45197785,3155173,35537608,81536214,0,39940129,57802994,40522308,44116389,39940129,42538030,45201964,56357758,82249932,15696537,224268783,304582213,6183724,11908232.92,38804000,2018,Orange,92708,Fountain Valley,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Fowler,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,83.18,24.62,12.99,10,2.75,8.16,3.55,3.61,2.5,10,5,0.63,0.44,5.34,0.02,0.48,0.71,0.05,0.09,NA,NA,6750,0.057,1930296,361810,3764965,8638041,0.18,2380288,3792709,1705450,2049435,2380288,3950363,4187613,4123562,4106980,0,10725015,15014957,454404,770623.85,NA,2018,Fresno,93625-2401,Fowler,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Fremont,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,54.06,10.05,11.75,10,3.38,2.48,3.45,2.22,0.28,10,0.45,0.26,0.59,3.82,0.07,1.19,0.69,0.1,0.17,0.25,0.09,237811,0.027,36008110,9421518,188672075,318389276,0.16,49701777,191498299,36933083,39651567,49701777,170603975,179780027,195800093,377822524,0,825236628,1191750799,33055894,54467271.4,80829000,2018,Alameda,94537-5006,Fremont,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Fresno,Moderate,HIGH,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,57.21,5.86,4.33,10,3.13,10,5,3.89,5,10,0,0.15,1.48,2.95,0.05,-0.24,1.13,0.04,NA,0.12,0,528814,0.059,37610887,12731215,1182094114,799688135,0.19,47943256,328427700,36228994,52743277,47943256,282145068,317521281,309433840,-318219533,124245000,2783664524,2465444991,34305616,NA,92819706,2018,Fresno,93721,Fresno,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Fullerton,Moderate,HIGH,LOW,LOW,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,HIGH,50.05,5.75,14.41,8.3,2.88,1.92,3.45,2.78,0.56,10,0,0.16,0.27,1.66,0.03,1.26,0.69,0.08,0.16,0.19,0,139273,0.031,15744269,9457643,51308436,192241711,0.02,13991792,89923208,14881883,10661006,13991792,85040121,86917173,89860226,241388755,0,547340056,790177798,14610563,31529425.71,35970833,2018,Orange,92632-1775,Fullerton,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Galt,Low,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,79.39,30,8.25,10,2.75,7.68,3.6,3.33,2.78,10,1,0.8,1.01,6.64,0.02,0.54,0.72,0.06,0.08,0.05,0.2,26378,0.054,9418839,1419413,40018587,39465629,0.2,10427742,13002028,7392384,10068744,10427742,10357914,11991969,10472641,21267915,0,55022253,76183507,2217435,3279169.03,2089648,2018,Sacramento,95632,Galt,1028719,884247,398079,228045,30487,3514,10120,5274,4942,3154,200632,102200
Garden Grove,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,55.25,11.84,12.66,10,3.25,1.6,3.4,2.22,0.28,10,0,0.3,0.48,7.22,0.06,1.3,0.68,0.1,0.17,0.08,0,172195,0.033,30594872,4239984,104394344,218892425,0.24,33146665,110228791,21683411,26158341,33146665,103184786,108987076,115196433,283673664,0,573218946,849178803,22336835,37537243.99,18180623,2018,Orange,92842,Garden Grove,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Gardena,Moderate,MODERATE,MODERATE,LOW,HIGH,HIGH,MODERATE,LOW,HIGH,MODERATE,HIGH,56.26,15.05,12.5,10,2.5,2.96,3.6,3.61,0.28,5.76,0,0.41,0.5,4.07,0,1.13,0.72,0.05,0.17,0.78,0,59540,0.047,21155757,5202768,44772294,88665065,0.07,23125222,56342986,20516053,23549401,23125222,53417065,55233831,53742377,100311487,0,262798916,362594800,4041712,14896868.16,68940000,2018,Los Angeles,90247-3732,Gardena,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Gilroy,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,65.37,18.18,10,10,2.88,6.08,3.5,3.06,1.67,10,0,0.49,0.8,5.06,0.03,0.74,0.7,0.07,0.12,0.13,0,58588,0.032,25195718,4975467,88009242,110400793,0.08,25475105,52090236,22202316,24354609,25475105,49750952,49801339,52992478,82049297,0,191951294,273547020,7703537,13034294.31,14781000,2018,Santa Clara,95020,Gilroy,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Glendale,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,55.71,7.72,11.41,10,3.5,4.8,3.55,3.06,1.67,10,0,0.23,0.63,5.38,0.08,0.9,0.71,0.07,0.12,0.02,0,200688,0.044,105607000,19622000,409597000,647382000,-0.1,51045000,218792000,63280000,65306000,51045000,181764000,185116000,211681000,580175000,0,1415482799,1983240917,46211000,78108971.68,15738000,2018,Los Angeles,91206,Glendale,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Glendora,Moderate,LOW,MODERATE,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,LOW,HIGH,64.68,16.53,12.5,10,2.88,3.84,3.65,4.17,1.11,10,0,0.46,0.5,7.82,0.03,1.02,0.73,0.03,0.14,0.2,0,51846,0.042,12951159,1656604,29165184,57765478,0.03,14003913,30322606,13423797,14202413,14003913,28772136,30611829,30200366,56443932,2225000,153392284,210101176,2013377,8350425.9,11800341,2018,Los Angeles,91741,Glendora,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Goleta,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,HIGH,85.79,24.23,15,10,3.25,10,4.15,4.72,4.44,10,0,0.66,0.17,6.35,0.06,0.07,0.83,0.01,0.02,0.05,0,30954,0.025,16505249,2600035,6875055,39534737,0.06,19452278,29445920,17721938,21302919,19452278,24592798,25928149,27489791,2749352,0,13166194,15825292,591252,978822.29,1827335,2018,Santa Barbara,93117,Goleta,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Gonzales,Low,MODERATE,MODERATE,HIGH,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,71.6,15.81,11.33,4.45,3.13,10,4.1,4.17,3.61,10,5,0.44,0.64,0.89,0.05,0.2,0.82,0.03,0.05,NA,NA,8349,0.013,966261,1081972,8910115,13974619,0.03,2424823,5554865,2322079,2209697,2424823,4987704,5250840,5480929,2784167,0,11710823,14356142,416706,656918.76,NA,2018,Monterey,93926,Gonzales,244481,206917,107230,41877,5558,922,1614,908,1941,193,46674,90100
Grand Terrace,Moderate,MODERATE,LOW,HIGH,LOW,MODERATE,HIGH,LOW,MODERATE,LOW,HIGH,60.5,7.9,15,4.2,5,7.68,3.5,3.89,3.33,10,0,0.23,0.02,0.84,0.37,0.54,0.7,0.04,0.06,0.12,0,12556,0.041,1897340,2268463,165729,9353646,-0.06,1334517,5760627,2174100,906675,1334517,4424242,5570613,8162060,5064768,0,11623168,16514840,391538,570376.99,1165731,2018,San Bernardino,92313,Grand Terrace,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Grass Valley,Low,LOW,MODERATE,LOW,HIGH,MODERATE,MODERATE,LOW,HIGH,LOW,HIGH,75.68,23.86,12.83,10,2.5,6.96,3.7,3.61,2.22,10,0,0.65,0.46,6.44,0,0.63,0.74,0.05,0.1,0.21,0,12881,0.044,9501119,1474388,14622619,31802236,0.07,9641999,14854144,8442621,9173991,9641999,15247214,14628049,15238579,18989769,1011000,52822652,71787340,1542774,3064094.22,6598296,2018,Nevada,95945-6588,Grass Valley,77628,74299,29330,24549,2817,620,960,223,39,5851,9910,98400
Greenfield,Moderate,HIGH,MODERATE,HIGH,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,59.47,4.7,10.66,4.9,3.38,9.76,3.85,3.89,3.33,10,5,0.14,0.72,0.98,0.07,0.28,0.77,0.04,0.06,NA,NA,17561,0.054,963277,980144,11806125,16453492,-0.1,1180949,8144704,1539901,1756570,1180949,6192963,6715394,7018604,4651302,0,15268683,19801660,639408,1059420.1,NA,2018,Monterey,93927,Greenfield,244481,206917,107230,41877,5558,922,1614,908,1941,193,46674,90100
Gridley,Low,LOW,LOW,LOW,HIGH,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,80.54,30,14.24,10,2.38,6,3.4,3.33,1.67,9.52,0,1.48,0.29,15.92,-0.01,0.75,0.68,0.06,0.12,0.31,0,6634,0.057,4858839,305272,4363048,14862839,0.11,6705757,4535000,5437756,5995687,6705757,3488783,3465592,3460644,11125054,0,23930816,34986840,947355,1710928.3,4533287,2018,Butte,95948,Gridley,151237,124793,44489,44733,4960,715,1660,512,491,969,26264,85000
Grover Beach,Moderate,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,43.35,3.47,1.92,5.25,2.88,6.4,3.7,3.06,1.67,10,5,0.11,1.77,1.05,0.03,0.7,0.74,0.07,0.12,NA,NA,13501,0.038,2033360,1929621,30492066,17272579,-0.35,1269091,11320702,3456896,3053454,1269091,8583778,8904927,8965580,12121536,0,33555356,45514682,1208949,2003022.61,NA,2018,San Luis Obispo,93433,Grover Beach,206297,183746,68853,64199,6330,932,2201,509,794,1549,38379,109200
Guadalupe,Moderate,HIGH,LOW,HIGH,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,52.07,0,14.49,1.9,4.63,9.6,3.95,4.17,3.33,10,0,-0.09,0.26,0.38,0.17,0.3,0.79,0.03,0.06,0.02,0,7613,0.033,522318,1359540,2699211,10249961,0.18,-371989,3929250,-739427,-907253,-371989,2881545,3305024,3935042,3065323,0,11254541,14304894,329839,654956.22,251163,2018,Santa Barbara,93434,Guadalupe,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Gustine,Moderate,HIGH,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,57.8,1.42,12.74,10,0,8.32,3.65,3.61,3.06,10,5,0.04,0.47,7.29,NA,0.46,0.73,0.05,0.07,NA,NA,5847,0.088,1124124,154241,3052616,6544574,NA,100790,2250367,NA,NA,100790,NA,NA,2346449,3030661,0,8121590,11099430,308533,441946.73,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Half Moon Bay,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,79.28,19.1,11.75,10,2.88,9.12,3.65,4.17,3.61,10,5,0.55,0.59,7.3,0.03,0.36,0.73,0.03,0.05,-0.01,1.4,12974,0.017,9210883,1261919,17762245,29972015,-0.04,9962452,18038886,10739444,11057160,9962452,15808803,15061186,16499748,10901824,0,30061288,40945026,880539,1460764.24,NA,2018,San Mateo,94019,Half Moon Bay,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Hanford,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,61.24,10.17,12.08,10,3.5,6.64,3.85,2.78,2.22,10,0,0.28,0.55,7.02,0.08,0.67,0.77,0.08,0.1,0.02,0,56971,0.065,9270774,1320439,41127264,74569156,0.04,8504194,30657356,7949872,8878322,8504194,25145909,28061019,29134766,49728732,0,145842285,189606257,6277823,7778181.39,1375097,2018,Kings,93230,Hanford,82674,60100,19995,23874,1981,147,644,275,420,280,12484,80300
Hawaiian Gardens,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,89,30,15,10,3,8.64,3.75,3.61,3.06,9.84,2.1,1.19,0.03,16.89,0.04,0.42,0.75,0.05,0.07,0.27,0.42,14262,0.049,23365604,1383188,613377,23132639,-0.02,24184659,20343806,25255290,26514835,24184659,17728353,17747524,19096727,9727850,0,27418508,36712348,1181797,1554019.03,6307806,2018,Los Angeles,90716,Hawaiian Gardens,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Hawthorne,Moderate,MODERATE,LOW,LOW,LOW,HIGH,MODERATE,MODERATE,HIGH,MODERATE,HIGH,57.03,15,14.24,10,4.13,2.32,3.65,2.78,0.83,4.08,0,0.38,0.29,11.46,0.13,1.21,0.73,0.08,0.15,0.99,0,86671,0.048,18843249,1643724,30498816,106881766,0.56,26066029,68322095,10763286,16615228,26066029,60542420,66881409,77768342,114667546,14650000,299930165,413054725,8701722,15713117.85,105728000,2018,Los Angeles,90250,Hawthorne,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Hayward,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,LOW,HIGH,LOW,HIGH,52.11,9.85,12.5,10,2.75,0.4,3.2,4.17,0,9.04,0.2,0.26,0.5,2.56,0.02,1.45,0.64,0.03,0.19,0.37,0.04,159760,0.033,46061485,17958593,142413854,287110039,0.12,43042204,162816917,35584630,32044756,43042204,164307278,169551250,170059406,414882077,0,736298038,1153749012,8966037,55985840.4,106688200,2018,Alameda,94541,Hayward,1092044,966809,574959,106702,19331,5249,5745,3543,91,5521,245668,142800
Healdsburg,Moderate,HIGH,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,53.37,6.31,9.58,10,2.88,5.68,3.65,3.33,1.94,10,0,0.2,0.85,2.04,0.03,0.79,0.73,0.06,0.11,0.02,0,12076,0.025,9375412,4598789,40922221,48341935,-0.4,3618811,18492708,10322769,7407084,3618811,14248105,13915033,15045501,33703985,4674599,89337167,122913679,2791313,5217749.68,889000,2018,Sonoma,95448,Healdsburg,340306,300840,168614,54084,8324,2088,2996,930,1763,1385,60656,112800
Hemet,Moderate,HIGH,LOW,LOW,LOW,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,50.11,6,15,10,4.63,1.92,3.4,1.94,0,7.12,0.1,0.19,0.06,3.8,0.17,1.26,0.68,0.11,0.18,0.61,0.02,85148,0.061,15756470,4150688,4399157,76959231,-0.21,8718787,46575096,13950695,10392062,8718787,37211881,38686072,50126989,97003344,0,201732060,297446778,8631527,13699871.58,47207899,2018,Riverside,92543,Hemet,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Hercules,Low,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,79.81,30,4.83,10,3.63,8.08,3.65,3.61,3.06,10,2.95,1.18,1.42,6.39,0.09,0.49,0.73,0.05,0.07,0.04,0.59,25612,0.029,12955172,2026101,46870146,32973834,0.27,16516008,13970056,10463096,11602760,16516008,14018112,14859520,16490956,16214467,0,42796772,58518580,1693565,2331006.16,1456088,2018,Contra Costa,94547,Hercules,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Hermosa Beach,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,LOW,LOW,61.04,8.35,13.08,10,2.75,3.28,3.6,4.17,1.11,10,4.7,0.23,0.43,2.47,0.02,1.09,0.72,0.03,0.14,0.01,0.94,19404,0.022,9359020,3787161,19698933,45560197,0.04,8925960,38850561,8426891,9437703,8925960,36713851,37460346,38341477,49464514,0,124077323,171667233,1543973,6305792.04,591000,2018,Los Angeles,90254,Hermosa Beach,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Hesperia,Moderate,HIGH,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,60.8,5.68,10.25,10,3.5,9.28,3.75,4.17,4.17,10,0,0.18,0.77,2.88,0.08,0.34,0.75,0.03,0.03,0.07,0,95013,0.053,4173461,1449153,67353517,86982210,-0.21,6071940,33194741,9969579,6450468,6071940,28359006,28924762,33000286,29486418,0,43309915,58114800,2668659,2262595.48,5715475,2018,San Bernardino,92345,Hesperia,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Hidden Hills,Low,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,HIGH,93.06,30,15,10,4.75,10,4.15,4.72,4.44,10,0,3.72,0,5.13,0.18,0.09,0.83,0.01,0.02,0.08,0,1891,0.038,9810093,1912997,20269,5054560,0.09,8029127,2158702,6818302,7092304,8029127,2074071,2152205,2820355,461797,0,2109101,2555372,34791,81115.37,427096,2018,Los Angeles,91302,Hidden Hills,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Highland,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,HIGH,88.95,26.44,15,10,4.5,10,3.85,4.72,4.44,10,0,0.67,0.02,14.17,0.16,0.12,0.77,0.01,0.02,0.02,0,55311,0.041,11483013,810399,751667,36464467,0.55,13249803,19819784,6113332,12492693,13249803,15444271,18945852,20586134,4547512,0,14757025,19124091,515418,810469.41,834389,2018,San Bernardino,92346,Highland,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Hillsborough,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,83.97,30,10.33,10,3.38,8.24,3.75,3.89,2.78,10,1.6,0.92,0.76,4.79,0.07,0.47,0.75,0.04,0.08,0.25,0.32,11446,0.024,27255659,5689071,41562772,54828685,0.07,22495369,24326282,19880416,20085943,22495369,21303987,22809818,24251711,25911087,0,76842812,102692313,2412097,4398283.59,13670000,2018,San Mateo,94010-6498,Hillsborough,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Hollister,Moderate,MODERATE,HIGH,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,58.69,10.88,7.33,7.8,4.25,8.24,3.8,3.61,2.78,10,0,0.29,1.12,1.56,0.14,0.47,0.76,0.05,0.08,0.07,0,39750,0.057,7942772,5090844,74550511,66626171,0.1,7462285,26109166,6173472,6468218,7462285,20940498,23713313,26929033,31206329,0,91589962,120041617,3046562,5082806.51,4573075,2018,San Benito,95023,Hollister,37706,35359,16780,9285,1102,120,342,145,37,92,7456,105100
Hughson,Low,LOW,HIGH,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,80.5,30,1.42,10,2.5,9.6,3.65,4.44,3.89,10,5,1.26,1.83,9.48,0,0.3,0.73,0.02,0.04,NA,NA,7538,0.049,3258181,343788,18847835,10326605,0.14,3483633,2763408,2712972,3253574,3483633,2875844,2957706,2872843,3139177,0,8440344,11517113,250403,436297.16,NA,2018,Stanislaus,95326,Hughson,346686,279644,107472,99322,9584,746,2641,1271,1911,2144,54553,80300
Huntington Beach,Moderate,MODERATE,MODERATE,LOW,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,MODERATE,55.15,12.21,12.74,10,1.38,0,3.5,1.67,0,10,3.65,0.34,0.47,5.32,-0.09,1.81,0.7,0.12,0.24,0.04,0.73,200126,0.029,64405000,12115000,111180000,237529000,0.02,62209000,181402000,60210000,58509000,62209000,223567000,217900000,184916000,429641000,0,969493372,1393451316,27836000,55877721.61,8803000,2018,Orange,92648,Huntington Beach,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Huntington Park,Moderate,LOW,LOW,LOW,HIGH,HIGH,MODERATE,LOW,HIGH,MODERATE,HIGH,59.35,17.8,13.66,10,2.38,0.16,3.6,3.89,0.83,6.08,0.95,0.46,0.36,4.43,-0.01,1.48,0.72,0.04,0.15,0.74,0.19,57998,0.046,11590597,2616752,17697705,48714036,0.17,13567483,29689006,10597799,15134244,13567483,27289170,25966692,26961048,56911271,15200000,144991029,202285647,2047212,7446526.85,35895718,2018,Los Angeles,90255,Huntington Park,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Huron,Moderate,HIGH,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,LOW,59.33,0,14.33,0,5,10,5,5,5,10,5,-0.04,0.28,0,0.68,NA,NA,NA,NA,NA,NA,7278,0.112,0,911374,2293304,8104392,-1,-224593,5517835,-370994,99472,-224593,1782764,2731583,4995602,NA,NA,NA,NA,NA,NA,NA,2018,Fresno,93234,Huron,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Imperial,Moderate,MODERATE,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,64.29,8.04,10.16,5.5,3.13,10,3.85,4.72,3.89,10,5,0.21,0.78,1.1,0.05,0.19,0.77,0.01,0.04,NA,NA,17671,0.165,1471732,1338647,17070181,21980131,0.15,1823728,8672505,1724265,1094701,1823728,7924120,8041054,8665481,4207276,0,14070637,18180130,298674,901990.96,NA,2018,Imperial,92251,Imperial,99790,84676,40381,17017,2201,229,566,633,903,366,22380,80300
Imperial Beach,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,78.81,21.47,15,10,3,8.32,3.8,3.89,3.33,10,0,0.64,0.11,4.49,0.04,0.46,0.76,0.04,0.06,0.03,0,27362,0.044,15105460,3362746,3069868,26891763,-0.09,12860826,20081754,15602060,13276433,12860826,17514834,17872374,18750147,12418086,0,39573373,51912613,1075321,1690424.09,794620,2018,San Diego,91932,Imperial Beach,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Indian Wells,Low,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,96.61,30,15,10,3,10,5,4.44,4.72,10,4.45,1.08,0.01,9.94,0.04,0.04,1,0.02,0.01,0.02,0.89,5435,0.037,17174331,1727855,431513,43039160,0.4,19397674,18026316,10727499,18859826,19397674,17028358,18292985,18541409,1526915,0,28335386,28409159,974198,398912.82,839000,2018,Riverside,92210-7497,Indian Wells,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Indio,Moderate,MODERATE,MODERATE,LOW,LOW,MODERATE,HIGH,LOW,MODERATE,LOW,HIGH,65.85,15,9.08,10,4,7.92,3.5,3.61,2.78,9.76,0.2,0.38,0.91,2.51,0.12,0.51,0.7,0.05,0.08,0.28,0.04,90970,0.056,25471570,10133204,119612983,130912694,0.26,26086111,67950065,16476113,19736718,26086111,56728512,63623983,70926837,66126814,0,149889247,214716661,6094961,9953096.04,37045900,2018,Riverside,92202,Indio,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Industry,Low,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,83.13,30,0,10,3.13,10,5,5,5,10,5,6.01,5.28,59.69,0.05,0.05,1,0,0,-0.01,1.24,204,0.052,622627377,10431384,919075147,174152203,0.04,622321935,103588545,593754066,737310239,622321935,53374230,49466678,57651822,8994206,0,29370785,29226164,227031,267928.02,NA,2018,Los Angeles,91744,Industry,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Inglewood,Moderate,LOW,MODERATE,LOW,LOW,HIGH,HIGH,MODERATE,HIGH,MODERATE,HIGH,62.01,19.34,12.66,10,4.38,0.32,3.5,3.06,0.83,7.92,0,0.49,0.48,4.67,0.15,1.46,0.7,0.07,0.15,0.51,0,109038,0.055,53012380,11355201,112254142,234467764,0.63,60225604,122541877,29659974,24864659,60225604,91415726,110292174,120116595,254939675,86551302,599586451,857969034,16942134,35141219.9,120496955,2018,Los Angeles,90301,Inglewood,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Ione,Moderate,HIGH,MODERATE,HIGH,MODERATE,LOW,HIGH,LOW,LOW,LOW,HIGH,45.93,0,12.83,0.5,3.13,8.96,3.45,3.61,3.61,9.84,0,-0.53,0.46,0.1,0.05,0.38,0.69,0.05,0.05,0.27,0,8381,0.039,183542,1901598,3495348,7544300,-0.06,-1459967,2730834,-1318991,-1422236,-1459967,2410353,2185709,2575335,2842254,0,5992774,8722340,355084,399263.86,2056773,2018,Amador,95640,Ione,27210,25605,7214,12000,1141,101,381,72,34,88,4574,86600
Irvine,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,78.41,20.25,15,10,2.75,9.52,3.95,3.61,3.33,10,0,0.57,0.06,4.93,0.02,0.31,0.79,0.05,0.06,0.01,0,281732,0.028,133318000,27049000,29566000,483399000,0,119200000,208746000,119966000,124188000,119200000,196943000,199854000,206520000,151025000,0,565774306,713777601,24283000,28635911.18,6783000,2018,Orange,92623-9575,Irvine,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
