city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_college_2008_12,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_per_cap_1099_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_per_cap_precints,good_pension_health,is_county_job_center
Orange Cove,Fresno,93646,Low,81.61,0.714652135684724,0.5144,0.4532,712,0.49,0.28,3.14,0.09,0.04,0.97,0.02,0.04,NA,NA,430618,137124,2571451,9322725,-0.23,1348316,2737719,2309983,1523949,1348316,2155787,2088851,2502192,334714,0,7835707,8081308,195039,350885.3,NA,0.19399999999999998,0.106,37.123290788562386,909630,30549,4517,441468,37825,30.6,0.49955505400612604,7.827358376482745e-4,TRUE,FALSE
Orinda,Contra Costa,94563,Low,71.48,0.7539949308861223,0.6535,0.4758,854,0.65,2.29,4.11,0.05,NA,NA,NA,NA,0.02,0,9508346,2314992,53465098,23377157,0.02,8917186,13720615,9204680,6840309,8917186,13585483,13541440,14898308,NA,NA,NA,NA,NA,NA,411965,0.386,0.062,90.00304785096702,1023344,58611,12481,496937,58042,38.5,0.487620409427802,8.345189887271533e-4,NA,FALSE
Orland,Glenn,95963,Moderate,57.55,0.7070241347905283,0.5722,0.3679,30,0.2,0.66,1.54,0.22,0.71,0.73,0.05,0.1,0.05,0,880950,573651,6108280,9233337,2.11,1086261,5526811,157645,750291,1086261,3697975,4109425,5459053,5761376,814100,15887457,21629331,493433,922972.93,498836,0.154,0.105,37.95106891752025,28019,30006,4650,11795,34368,35.3,0.5046227153118555,0.0010707020236268247,FALSE,FALSE
Oroville,Butte,95965,Moderate,67.8,0.7693430199787061,0.6225,0.49439999999999995,159,0.47,0.2,2.61,0.08,1.15,0.74,0.06,0.14,0.08,0,5661493,2173317,4582552,22437254,0.19,6002676,12681720,4293494,4538168,6002676,11935751,12254747,13687991,21705655,4010000,61720290,83600896,1416929,3178016.77,1852949,0.24,0.085,33.56159774281618,219034,31896,5953,103874,35124,37.2,0.4951409090909091,7.259146981747126e-4,FALSE,FALSE
Oxnard,Ventura,93030,Moderate,49.83,0.8138416978089583,0.6566,0.43520000000000003,602,0.19,1.21,2.54,0.02,0.8,0.74,0.08,0.12,0.1,0,35830461,14097842,451831724,374882721,0.01,29903896,155284695,33738072,45433494,29903896,140041669,145646208,144677250,301098307,0,813388654,1103810587,30633251,43866198.47,36120740,0.312,0.063,62.91647578665919,806353,45937,8871,441320,48206,36.2,0.4967327326743737,7.465712907374313e-4,FALSE,FALSE
Pacific Grove,Monterey,93950,Moderate,62.96,0.6775766701887825,0.562,0.588,184,0.51,0.35,8.3,0.05,1.68,0.71,0.07,0.16,0.12,0,10567638,1273173,11182445,32210488,0.09,11652288,22744347,9894619,11632102,11652288,20814062,21977796,22919219,39440944,14680804,99304058,138983366,2392372,5174987.12,3805435,0.23199999999999998,0.085,50.36278083453606,406022,40587,9460,223750,42425,32.9,0.5142209383289524,4.53177414031752e-4,FALSE,FALSE
Pacifica,San Mateo,94044,Moderate,49.98,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.28,1.19,1.6,0.02,1.08,0.78,0.07,0.14,0.11,0,6542655,4100788,66589669,56135846,0.22,8550384,30984437,5864279,6309097,8550384,30973052,30436194,32332322,50800672,10035001,173298451,223323834,4091491,7964549.51,6304041,0.439,0.049,83.74426637114075,703830,74932,21933,468661,72876,39.3,0.49156866647829844,7.885426878649674e-4,FALSE,TRUE
Palm Desert,Riverside,92260,Low,92.13,0.6519685051631071,0.5115,0.4153,1403,1.47,0.07,11.61,0.06,0.39,0.73,0.04,0.05,0.04,0.77,79377363,6834955,6898339,98946626,0.05,79861454,54468225,72834025,74918565,79861454,53437908,56079870,59241399,38965978,0,95138442,129976022,4219764,4648890.6,4120584,0.205,0.086,30.312794352973295,2109712,31693,5525,862701,39323,33.7,0.4976048585133362,6.650196804113547e-4,FALSE,FALSE
Palm Springs,Riverside,92263,Moderate,58.05,0.6519685051631071,0.5115,0.4153,1403,0.45,1,5.78,0.1,0.99,0.68,0.07,0.12,0.75,0,38319652,6629931,189490296,189963571,0.36,47290762,105193938,26430673,29551333,47290762,100813715,110625348,122045867,167874462,20011558,341470447,505101604,13718329,23054281.8,141642158,0.205,0.086,30.312794352973295,2109712,31693,5525,862701,39323,33.7,0.4976048585133362,6.650196804113547e-4,FALSE,FALSE
Palmdale,Los Angeles,93550,Low,89.19,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.76,0.74,5.83,0.03,0.34,0.75,0.03,0.05,0,1.81,54622784,9369194,92172249,123862103,0.15,47752858,62700924,35965607,42456902,47752858,60455502,61219341,64428761,42266965,0,127867280,171085845,3509493,6570334.81,NA,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Palo Alto,Santa Clara,94303,Moderate,64.24,0.7060058122206997,0.6068,0.5729,1142,0.31,0.33,5.61,0.05,0.75,0.66,0.06,0.11,0.28,0.37,49250000,8784000,183896000,556761000,0.01,60297000,195155000,59843000,55398000,60297000,165830000,164400000,180084000,415112000,0,826841137,1250737476,34255000,58895518.77,153509000,0.46,0.06,91.79353048081408,1740964,61220,12764,1164619,81944,36.2,0.5017006783629933,6.559584230345947e-4,FALSE,TRUE
Palos Verdes Estates,Los Angeles,90274,Low,75.99,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.59,0.06,10.88,0.04,0.87,0.75,0.07,0.14,NA,NA,9930705,912657,1046056,17312586,-0.07,9796521,16716758,11313807,11123488,9796521,13237705,13748783,14206383,15040247,0,45045988,60218533,1202046,2456300.63,NA,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Paradise,Butte,95969,Moderate,52.44,0.7693430199787061,0.6225,0.49439999999999995,159,0.2,0.08,3,0.05,1.48,0.72,0.07,0.13,0.48,0.01,1163619,388288,1686285,21726542,0.84,2521411,12807870,805798,1892966,2521411,11637038,12058020,12677964,21713980,10389129,55939164,77773799,1458470,2870598.6,10446476,0.24,0.085,33.56159774281618,219034,31896,5953,103874,35124,37.2,0.4951409090909091,7.259146981747126e-4,FALSE,FALSE
Paramount,Los Angeles,90723,Low,78.23,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.62,0.27,9.63,0.03,0.51,0.75,0.06,0.08,0.27,0.21,14336433,1488889,12381257,45214315,0.03,16322553,26164875,15685311,15177816,16322553,25234094,24994736,26701585,22896454,0,64787730,85973150,2644757,3432566.74,12047000,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Parlier,Fresno,93648,Moderate,55.36,0.714652135684724,0.5144,0.4532,712,-0.33,0.1,0,-0.02,0.08,0.79,0.01,0.02,NA,NA,0,1332781,2212476,22649671,0,-1184027,3590786,-1207329,-1050586,-1184027,3366047,3071314,3240565,1796031,0,6613662,8375530,193422,478100.27,NA,0.19399999999999998,0.106,37.123290788562386,909630,30549,4517,441468,37825,30.6,0.49955505400612604,7.827358376482745e-4,FALSE,FALSE
Pasadena,Los Angeles,91109,Moderate,56.43,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.28,0.73,4.39,0.03,0.95,0.74,0.07,0.11,0.11,0.03,69548259,15830360,479700830,657421384,-0.04,71326735,258196918,76945293,78220343,71326735,222885751,235523296,233028584,505523745,117412025,1414657010,1907791701,45880982,71223256.17,70259751,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Paso Robles,San Luis Obispo,93446,Low,79.58,0.8320743034055728,0.6917,0.5104,152,0.85,1.12,9.65,0.02,0.56,0.71,0.06,0.09,0.09,0.52,31057490,3219102,82219211,73304886,0.14,32364562,38029526,25108559,26640410,32364562,38703668,39070551,39747475,41400333,0,96547724,136245561,4153795,6236606.57,6618502,0.315,0.057999999999999996,47.20735251053094,266358,39692,9659,154624,39377,39.4,0.5117954880079514,5.706605395745575e-4,FALSE,FALSE
Patterson,Stanislaus,95363,Moderate,58.75,0.7125961812482189,0.5047,0.5289,447,0.38,2.27,2.44,0.09,0.22,0.77,0.03,0.05,0.27,0,6245140,2559491,90031691,39646743,0.02,7317420,19260430,7148556,8024629,7317420,11861053,12963553,14107092,8660094,0,28321498,36714455,1294042,1824091.71,10873000,0.163,0.111,35.30845604991435,509032,31117,4392,223665,39473,32.9,0.4946788141968265,8.781373273193041e-4,FALSE,FALSE
Perris,Riverside,92570,Low,71.85,0.6519685051631071,0.5115,0.4153,1403,0.58,1.71,2.51,0.21,0.11,0.75,0.01,0.02,0.14,0,31756221,12672068,195839792,114632353,0.09,22993355,39702892,20078523,18044758,22993355,32594169,32892796,46108384,12958547,0,38273396,51244365,1045038,2240380.03,16108757,0.205,0.086,30.312794352973295,2109712,31693,5525,862701,39323,33.7,0.4976048585133362,6.650196804113547e-4,FALSE,FALSE
Petaluma,Sonoma,94952,Moderate,53.1,0.7457829876765855,0.6968000000000001,0.5943,453,0.28,1.11,3.59,0.04,0.83,0.71,0.13,0.12,0.13,0,11056070,3079969,132752517,119221342,0.14,13011258,45839202,10143084,11359923,13011258,42186864,43945192,45809145,99057137,0,227056533,318093714,15792022,14079706.34,15744000,0.321,0.057999999999999996,47.03317120807625,473091,43430,10169,276221,45078,39.9,0.49165698791844226,9.575324831797687e-4,FALSE,TRUE
Pico Rivera,Los Angeles,90660,Low,82.19,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.78,0.9,6.99,0.08,0.45,0.67,0.04,0.06,0.28,0.16,31151742,4456130,71252313,79139752,-0.02,35584720,45417827,36738631,34524556,35584720,37927871,37906839,43598587,35551822,0,73708722,109644042,2911582,4782145.44,22380000,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Piedmont,Alameda,94611,Moderate,63.36,0.8130188885559002,0.6364,0.4833,1041,0.19,0.24,3.69,0.07,0.48,0.86,0.07,0.13,0.33,0.4,7102092,1923289,8902222,37138890,0.09,5505454,29043134,4717674,4695201,5505454,26165278,26788767,29757358,15482420,2484000,98316964,113852198,2521862,4716958.82,12151000,0.41100000000000003,0.062,62.71487156852657,1477208,48524,8583,903624,60165,36.6,0.4903576907720535,7.047078001202269e-4,TRUE,TRUE
Pinole,Contra Costa,94564,Low,74.4,0.7539949308861223,0.6535,0.4758,854,1.62,0.61,11.1,0.08,0.84,0.73,0.06,0.11,0.86,0,25270837,2277136,25305026,41315056,0.75,25780881,15913459,9062287,11700289,25780881,17389878,17152904,20116384,31369644,3436175,83426601,114843538,2298114,4591967.19,35588000,0.386,0.062,90.00304785096702,1023344,58611,12481,496937,58042,38.5,0.487620409427802,8.345189887271533e-4,FALSE,FALSE
Pismo Beach,San Luis Obispo,93449,Low,86.89,0.8320743034055728,0.6917,0.5104,152,0.96,0.53,10.25,0.02,0.45,0.77,0.05,0.06,0.05,0.54,22887774,2232086,22123369,41767225,0.09,22409565,23246271,19075211,21439685,22409565,22902525,23846186,23893866,18750306,0,53592741,69481589,2166482,2633447.77,1969480,0.315,0.057999999999999996,47.20735251053094,266358,39692,9659,154624,39377,39.4,0.5117954880079514,5.706605395745575e-4,FALSE,FALSE
Pittsburg,Contra Costa,94565,Moderate,69.28,0.7539949308861223,0.6535,0.4758,854,0.45,0.4,4.22,0.04,0.78,0.76,0.04,0.07,0.31,0.08,19270447,4567758,45869086,115472082,0.07,18954734,41879925,16623698,17472061,18954734,36638472,37980136,39665970,55985750,34030018,153546002,201620559,4927620,8609180.36,36292000,0.386,0.062,90.00304785096702,1023344,58611,12481,496937,58042,38.5,0.487620409427802,8.345189887271533e-4,FALSE,FALSE
Placentia,Orange,92870,Moderate,48.38,0.8640684252298959,0.6275,0.4654,2109,0.06,0.38,2.59,0.06,0.89,0.73,0.09,0.12,0.62,0,3283195,1269425,17373302,46281291,-0.26,2054111,34602859,3958075,3696488,2054111,29647259,29722370,33339154,41111875,0,106595312,146779766,3967425,5515342.42,28835000,0.366,0.053,65.05009546614426,2957593,49785,10940,1998599,52932,36.2,0.4945731757552242,7.130798591963127e-4,FALSE,TRUE
Placerville,El Dorado,95667,High,40.35,0.869937250427838,0.7337,0.5472,150,0.18,2.35,1.47,0.02,0.81,0.67,0.06,0.11,0.15,0,1052679,715024,53685865,22808201,-0.07,1599780,9102042,1838988,1625473,1599780,8165470,8341791,8525898,18427971,0,37935677,56301156,1460603,2560526.56,3488238,0.313,0.07,34.68516885291655,179150,48380,8844,84628,41433,43.6,0.5002319698660098,8.372871895060006e-4,FALSE,FALSE
Pleasant Hill,Contra Costa,94523,Low,75.57,0.7539949308861223,0.6535,0.4758,854,0.59,0.06,5.45,0.12,1.1,0.74,0.09,0.17,NA,NA,14993374,2749987,2123603,36291291,0.08,15358638,26077599,13419313,12466045,15358638,22720371,24044033,28074484,39978270,0,111224575,151146147,3127536,5991974.8,NA,0.386,0.062,90.00304785096702,1023344,58611,12481,496937,58042,38.5,0.487620409427802,8.345189887271533e-4,FALSE,FALSE
Pleasanton,Alameda,94566,Moderate,60.97,0.8130188885559002,0.6364,0.4833,1041,0.24,0.41,4.15,0.04,0.66,0.7,0.09,0.16,0.26,0.45,25461061,6127977,75641677,184044124,0.16,27610496,116477717,20500712,22397115,27610496,111790882,115572991,120854249,121603615,0,459504515,657975464,16001952,29508078.5,48139000,0.41100000000000003,0.062,62.71487156852657,1477208,48524,8583,903624,60165,36.6,0.4903576907720535,7.047078001202269e-4,FALSE,TRUE
Plymouth,Amador,95669,Low,97.04,0.8293210711387612,0.7343999999999999,0.5184000000000001,59,0.93,0.36,8.22,0.07,NA,NA,NA,NA,NA,NA,749705,91252,3156391,8706269,0.24,838197,903349,552041,744536,838197,870186,900189,997010,NA,NA,NA,NA,NA,NA,NA,0.188,0.077,40.23075716377327,38248,34106,7969,19626,37570,48.2,0.5447218503058465,0.0015425643170884752,NA,FALSE
Point Arena,Mendocino,95468,Low,83.63,0.8143896212327997,0.6516,0.222,249,0.38,0,15.62,0.09,NA,NA,NA,NA,NA,NA,190838,12218,0,992335,0.6,167274,444834,66720,94559,167274,485030,513323,567680,NA,NA,NA,NA,NA,NA,NA,0.214,0.069,35.23985914848859,87468,34608,7965,47931,34716,41.5,0.5007115128470759,0.002846755384826451,NA,FALSE
Pomona,Los Angeles,91769,Moderate,47.64,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.18,1.15,2.87,0.04,1.02,0.71,0.03,0.13,0.49,0,12936810,4502008,225779025,196774852,0.04,17945035,97855277,16732776,17090239,17945035,91698446,94517989,98386312,192703786,8026801,475860682,667788535,5558539,26095663.75,96653040,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Port Hueneme,Ventura,93041,Low,78.71,0.8138416978089583,0.6566,0.43520000000000003,602,0.73,0.15,6.45,0.04,0.98,0.73,0.03,0.12,0.11,0.11,10943216,1697382,5412756,37304670,0.05,12097216,16519422,10881068,11477765,12097216,13102317,14180386,14120553,29358066,7375784,79632319,108885505,1048716,4418836.24,3986024,0.312,0.063,62.91647578665919,806353,45937,8871,441320,48206,36.2,0.4967327326743737,7.465712907374313e-4,FALSE,FALSE
Porterville,Tulare,93257,Low,75.27,0.6045185610298884,0.4399,0.36810000000000004,244,0.69,0.77,9.01,0.04,0.72,0.71,0.06,0.11,0.14,0,17577235,1950790,56624117,73740265,0.19,19459639,28303234,14062560,18745528,19459639,25153871,26624820,27092932,51143814,1710000,120400376,169463052,4224791,7784416.54,10623890,0.133,0.109,31.182634765411162,429283,28708,3686,188438,33537,29.6,0.5007971884689232,5.683896171057322e-4,FALSE,FALSE
Portola,Plumas,96122,Low,94.79,0.863913508077189,0.7021,0.5874,29,1.83,0.56,15.07,0.17,0.19,0.8,0.01,0.02,NA,NA,2413772,160154,2123860,3817982,0.13,2467246,1349899,1960434,2150941,2467246,1053968,1394676,1425852,708789,0,2847905,3556829,48061,93058.21,NA,0.22899999999999998,0.106,49.42439980401764,20410,37323,9123,10586,37727,49.6,0.49997500874693857,0.0014208721215090642,TRUE,FALSE
Portola Valley,San Mateo,94028,Low,91.13,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.92,0.01,3.8,0.06,0.11,0.91,0.02,0.04,0.12,0,6092023,1603552,84311,6637196,0.11,4884645,5291761,3993014,4735276,4884645,4896045,5078478,5434866,712486,0,6591712,7260996,141356,270052.1,823871,0.439,0.049,83.74426637114075,703830,74932,21933,468661,72876,39.3,0.49156866647829844,7.885426878649674e-4,TRUE,TRUE
Poway,San Diego,92064,Low,91.75,0.7251714669285065,0.6071,0.46,2328,0.95,0.15,10.32,0.07,0.5,0.74,0.05,0.07,NA,NA,48470359,4695187,15074098,99418991,-0.06,49999281,52699189,56377663,55087525,49999281,44559025,46673775,51092682,49760701,0,141625719,192167113,5397830,7396723.18,NA,0.344,0.061,59.13658277842412,3022116,44860,9670,1882625,50388,34.6,0.5019456836836856,7.703211921713131e-4,FALSE,TRUE
Rancho Cordova,Sacramento,95670,Low,85.11,0.7350143977736597,0.5869,0.44189999999999996,1330,0.49,0.22,3.21,0.04,0.04,0.83,0.01,0.01,0,0.87,31448487,9787141,18734807,86480086,0.22,29805660,60765126,20162440,25799156,29805660,56638676,58988898,60984164,3632566,0,16899356,20406445,712521,1103528.44,117405,0.27899999999999997,0.07200000000000001,52.519033474417654,1394438,39207,6314,801064,51750,34.8,0.48970882189587167,9.537892685081732e-4,TRUE,FALSE
Rancho Cucamonga,San Bernardino,91730,Low,93.27,0.6748090460761734,0.5012,0.37189999999999995,1391,1.1,0.08,17.56,0.05,0.42,0.81,0.05,0.04,0,0.99,94476037,5378667,14970368,198865214,-0.04,91749914,83380651,99955332,97777581,91749914,78050048,76438890,84593687,84420229,0,206860992,254672104,9132137,8558986.34,291000,0.18600000000000003,0.081,34.97512395601215,2003735,29988,4061,885185,41008,31.7,0.4970037489988748,6.942035748240162e-4,TRUE,FALSE
Rancho Mirage,Riverside,92270,Low,95.44,0.6519685051631071,0.5115,0.4153,1403,1.98,0.04,22.02,-0.04,0.09,1.03,0.01,0.01,0.02,0.8,68165838,3095598,1943259,48289130,-0.03,67928032,34380490,72525056,69303650,67928032,36025000,32141573,33250687,4561269,0,57763914,56181067,547736,690997.1,841770,0.205,0.086,30.312794352973295,2109712,31693,5525,862701,39323,33.7,0.4976048585133362,6.650196804113547e-4,TRUE,FALSE
Rancho Palos Verdes,Los Angeles,90275,Low,86.06,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.58,0.01,5.55,0.03,0.29,0.75,0.03,0.05,NA,NA,18239105,3285291,424249,37773363,0.12,17165561,29429062,13702646,16635098,17165561,28903281,29259666,30452619,11124689,0,32423599,43346223,990670,1896743.41,NA,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Rancho Santa Margarita,Orange,92688,Low,88.44,0.8640684252298959,0.6275,0.4654,2109,1.01,0.49,12.01,0.02,0.08,0.79,0.01,0.02,0.02,0,18590849,1547729,9995842,20607382,-0.02,18713739,18604721,19620088,17551520,18713739,17174245,16921065,17564173,1646931,0,5997506,7556577,300998,398684.02,422899,0.366,0.053,65.05009546614426,2957593,49785,10940,1998599,52932,36.2,0.4945731757552242,7.130798591963127e-4,FALSE,TRUE
Red Bluff,Tehama,96080,Moderate,58.92,0.727765878189607,0.5775,0.5483,47,0.24,0.09,3.33,0.05,0.91,0.75,0.08,0.15,0.17,0,2027744,608257,1664973,18285323,0.04,2668972,11222683,2520128,2993070,2668972,9308696,9763680,10133862,16114154,587000,47892841,64203622,1384342,2672802.26,3089245,0.131,0.092,24.505219639892733,62648,26990,4736,23994,34328,39.5,0.4980854986370011,7.502234708210956e-4,FALSE,FALSE
Redding,Shasta,96001,Moderate,52.21,0.735475342080671,0.6183,0.5178,150,0.19,0.86,3.32,0.03,0.84,0.65,0.08,0.1,0.1,0,13622283,4099758,296246473,345707395,-0.11,15171781,79499291,19212783,17891142,15171781,64140687,64788222,67174860,291130494,0,541548868,831611278,27002699,33850248.29,33278998,0.193,0.10099999999999999,36.57339757513526,177247,32788,5850,90773,37062,41.8,0.49164047555904145,8.462766647672457e-4,FALSE,FALSE
Redlands,San Bernardino,92373,Moderate,56.76,0.6748090460761734,0.5012,0.37189999999999995,1391,0.37,0.44,9.46,0.06,0.95,0.72,0.07,0.13,0.92,0,24287894,2567637,59705773,137077042,0.04,25942066,69339690,23844319,24180981,25942066,61224477,63704814,68641518,118273164,12452070,310125246,429282935,10008946,18180737.02,126658049,0.18600000000000003,0.081,34.97512395601215,2003735,29988,4061,885185,41008,31.7,0.4970037489988748,6.942035748240162e-4,FALSE,FALSE
Redondo Beach,Los Angeles,90277,Moderate,51.6,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.19,0.28,3.1,0.02,1.36,0.69,0.1,0.19,0.14,0.21,11638657,3756801,36355827,132119779,-0.02,17690229,91140114,18152444,18415302,17690229,87473013,85370309,90223234,179798510,0,392227016,570952097,13709726,24993400.91,18612000,0.295,0.075,58.53160101229083,9735147,42948,8593,5624844,53099,34.8,0.492906477040272,5.015846191125825e-4,FALSE,TRUE
Redwood City,San Mateo,94063,Moderate,56.07,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.19,0.39,1.69,0.1,0.93,0.66,0.07,0.14,0.22,0.32,38451592,22815555,103761735,264040949,0.03,28134558,146138221,27049870,31144357,28134558,118435016,129622688,143135100,245578734,0,483433910,731865340,18408663,35714320.66,57993904,0.439,0.049,83.74426637114075,703830,74932,21933,468661,72876,39.3,0.49156866647829844,7.885426878649674e-4,FALSE,TRUE
Reedley,Fresno,93654,Moderate,61.33,0.714652135684724,0.5144,0.4532,712,0.22,0.89,7.51,0.03,0.29,0.76,0.02,0.06,0.22,0.01,1770853,235803,33924085,38216413,0.02,2124915,9863921,2156256,2663121,2124915,7989296,8529817,8482505,10964510,0,40748829,53495710,695826,2385023.71,8560476,0.19399999999999998,0.106,37.123290788562386,909630,30549,4517,441468,37825,30.6,0.49955505400612604,7.827358376482745e-4,FALSE,FALSE
Rialto,San Bernardino,92376,Low,75.04,0.6748090460761734,0.5012,0.37189999999999995,1391,0.72,1.09,2.64,0.14,0.73,0.71,0.08,0.1,0.22,0.3,87934738,33320766,194202740,178731025,0.11,66728704,92285899,54750015,65844064,66728704,68293488,85205387,87380883,130439143,0,296461666,416881465,13946555,17842418.94,39977419,0.18600000000000003,0.081,34.97512395601215,2003735,29988,4061,885185,41008,31.7,0.4970037489988748,6.942035748240162e-4,FALSE,FALSE
Richmond,Contra Costa,94804,High,39.2,0.7539949308861223,0.6535,0.4758,854,0.11,1.13,2.06,0.05,1.58,0.71,0.09,0.15,0.6,0.08,15413405,7494451,351602371,310980059,0.35,17663270,162953739,10992726,19719210,17663270,143438606,154881302,157093431,340778671,150445289,832667583,1166903036,26873042,46595529.48,187743687,0.386,0.062,90.00304785096702,1023344,58611,12481,496937,58042,38.5,0.487620409427802,8.345189887271533e-4,FALSE,FALSE
