city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_unemployment_5yr,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_college,county_per_cap_precints,good_pension_health,is_county_job_center
Campbell,Santa Clara,95008,Moderate,68.17,0.7060058122206997,0.6068,0.5729,1142,0.5,0.29,5.13,0.05,0.93,0.72,0.11,0.15,0.07,0.5,27105975,5283318,17818558,60628500,-0.03,27027822,53817035,28924105,26480764,27027822,48011214,49686816,53069867,56275327,0,155443647,215399685,6703794,9374683.22,4283560,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Canyon Lake,Riverside,92587,Low,91.42,0.6519685051631071,0.5115,0.4153,1403,0.87,0.01,5.35,0.05,0.06,0.77,0.01,0.01,0.03,0,5074377,948799,57856,6168509,0.06,4472204,5113079,3991498,4239456,4472204,4826852,5090849,5351027,375028,0,1370053,1787399,49184,85811.79,164664,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Capitola,Santa Cruz,95010,Moderate,66.69,0.8295211204607084,0.7188,0.4706,260,0.45,0.13,5.01,0.03,0.97,0.72,0.08,0.16,0.03,0.33,7247732,1446981,3049109,23159024,0.01,6970855,15355089,6922627,6696684,6970855,15553861,15715446,16346923,22363591,0,61624321,85774655,1792909,3595490.72,584737,0.0732,0.115,43.12141118192063,260009,45103,139005,42368,36.9,0.49895940537449973,0.375,9.99965385813568e-4,FALSE,FALSE
Carlsbad,San Diego,92008,Low,90.33,0.7251714669285065,0.6071,0.46,2328,0.81,0.1,19.3,0.09,0.52,0.79,0.07,0.09,0.01,0.87,130019545,6738038,30320681,311966554,0.08,136068537,167824946,117629422,127425622,136068537,148780367,155643413,174177822,163021145,0,565962728,716102799,20853388,28018296.85,2225467,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Carmel-by-the-Sea,Monterey,93921,Moderate,66.28,0.6775766701887825,0.562,0.588,184,0.45,0.27,4.21,0.04,0.9,0.73,0.06,0.14,0.16,0,8456322,2008967,6808090,24896920,0.01,9250129,20514597,9315496,8006394,9250129,19420952,19367073,20881206,19920568,2605000,57930420,79600041,1566319,3387570.92,4021938,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Carpinteria,Santa Barbara,93013,Low,80.09,0.7376324610238962,0.637,0.5216,318,0.63,0.01,4.05,0.12,0.46,0.73,0.03,0.07,0.09,0,10259115,2530074,124991,16370826,-0.04,7401247,11774212,8014082,7821728,7401247,9060707,9840036,11270950,7510128,0,22136307,30237040,554356,1219322.25,1499099,0.0534,0.086,53.70100105624756,420356,43909,249731,44774,33.6,0.5019778415698188,0.315,7.565016319500614e-4,FALSE,TRUE
Carson,Los Angeles,90745,Low,75.47,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.53,0.06,3.02,0.11,0.84,0.66,0.07,0.03,0.43,0.26,49990676,16561538,7244100,118700628,0.58,44174317,83269164,18445230,34729533,44174317,76982328,94502017,92808515,99706692,0,200513126,302811949,8354811,3861387.05,51447209,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Cathedral City,Riverside,92234,Moderate,61.3,0.6519685051631071,0.5115,0.4153,1403,0.57,1.83,6.96,0.16,0.44,0.81,0.05,0.09,0.83,0,21801266,3130629,146798683,80341752,0.11,26699817,46933854,21996946,22906359,26699817,38050693,43631020,50551486,35002841,0,156152817,193713104,4106128,7481667.42,66554000,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,TRUE,FALSE
Ceres,Stanislaus,95307,Moderate,68.42,0.7125961812482189,0.5047,0.5289,447,0.26,0.28,1.23,0.14,0.54,0.77,0.07,NA,NA,NA,8661127,7057720,16877415,61212069,0.2,6444603,24961377,4519220,5236011,6444603,17462201,19853059,22668454,33114847,0,109853539,143224953,4265800,NA,NA,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
Cerritos,Los Angeles,90703,Low,88.39,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.13,0.13,9.01,0.04,0.68,0.72,0.07,0.1,0,0.99,75763858,8412639,13328049,99337513,0.08,75458746,67037310,65590515,67543417,75458746,70710711,72956309,76571961,67818880,0,187168078,259810839,7352439,9990156.55,490674,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Chico,Butte,95927,Moderate,57.36,0.7693430199787061,0.6225,0.49439999999999995,159,0.32,0.42,6.61,0.1,1.19,0.68,0.11,0.18,0.07,0,14569440,2202505,46138621,110342283,0.45,18388409,57447081,8752281,12060759,18388409,50963449,54023987,61187794,131631477,0,292414826,429354223,11589154,19948877.07,8143777,0.0816,0.128,34.345245407845226,219777,31836,99078,35928,37.2,0.4951387468466626,0.24,7.234605986977709e-4,FALSE,FALSE
Chino,San Bernardino,91710,Moderate,51.16,0.6748090460761734,0.5012,0.37189999999999995,1391,-0.13,0.08,0.07,0.07,0.1,0.93,0.03,0.05,0.09,0,1108560,16301172,15709084,193335301,-0.49,-9959177,76744615,43048027,-17564262,-9959177,70376630,78771298,80341924,19000143,0,331334852,357337621,5338340,8958451.78,18118809,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,TRUE,FALSE
Chino Hills,San Bernardino,91709,Low,89.66,0.6748090460761734,0.5012,0.37189999999999995,1391,0.81,0.23,21.56,0.04,0.27,0.71,0.05,NA,0.03,0,44023454,2041738,27742925,121595560,0.05,39332885,48701977,35931670,39218994,39332885,46005901,45682963,49618478,32402608,0,79523499.0811744,111926107.081174,6126948,NA,4161686,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Chowchilla,Madera,93610,Moderate,56.03,0.6526121161585035,0.52,0.54,109,0.31,1.87,8.61,0.01,1.17,0.98,0.04,0.04,NA,NA,3531155,410068,33651339,18027667,0.16,4378996,14311629,3287330,4279571,4378996,6926794,6940022,7086112,10615478,10500000,37004984,37585012,694478,723224.07,NA,0.09140000000000001,0.139,28.176963694600428,149234,25554,58448,36656,33,0.4817547767744673,0.139,7.303965584250238e-4,TRUE,FALSE
Chula Vista,San Diego,91910,Moderate,70.01,0.7251714669285065,0.6071,0.46,2328,0.59,0.64,10.83,0.12,0.93,0.7,0.09,0.15,0.05,0,92069060,8504761,221729936,344277792,1.02,111296351,189168786,34480092,100527166,111296351,150273157,163447802,188123053,321520331,0,783138183,1118083904,31918937,51522888.23,15938213,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Citrus Heights,Sacramento,95621,Moderate,66.09,0.7350143977736597,0.5869,0.44189999999999996,1330,0.21,0.07,1.3,0.03,0.27,0.82,0.06,0.09,0.01,0.83,3004047,2315985,3514394,51087400,0.09,6395043,30369141,5660882,4873439,6395043,29329128,28637422,30635562,14025594,0,73898257,89927379,3002991,4754276.59,467765,0.0674,0.115,49.93205173075981,1408601,37940,771552,52070,34.8,0.48970597045959957,0.27899999999999997,9.441992444986195e-4,TRUE,TRUE
Claremont,Los Angeles,91711,Moderate,48.52,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.23,0.37,1.08,0.04,1.16,0.7,0.1,0.16,0.04,0,7698767,7135552,17311931,46455786,-0.13,6223742,26810385,8412230,6112602,6223742,25218319,26050742,27108571,50043211,3735000,125470321,180183559,4814449,7467706.6,1918769,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Clayton,Contra Costa,94517,Low,84.18,0.7539949308861223,0.6535,0.4758,854,1.15,0.02,14.51,0.05,0.6,0.77,0.07,0.11,0.07,0,5452522,375857,143296,7774638,-0.04,5439913,4722330,5844763,5584681,5439913,4347425,4371874,4700951,4672754,0,15945094,20821642,530067,820579.28,570116,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
Cloverdale,Sonoma,95425,Low,77.9,0.7457829876765855,0.6968000000000001,0.5943,453,0.62,0.44,6.33,0.17,0.64,0.73,0.07,0.1,0.2,0,4386550,692775,6604421,14898412,0.5,4325442,6954614,1931753,2925955,4325442,5488774,6989363,7408815,9540807,0,27528792,37736889,1054957,1514620.84,2908025,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Clovis,Fresno,93612,Moderate,63.51,0.714652135684724,0.5144,0.4532,712,0.25,0.89,19.26,0.08,0.62,0.68,0.05,0.11,NA,NA,17569862,912014,191978089,216127567,0.19,17945151,71447466,12860019,16042238,17945151,64316843,70732577,74002091,134496758,0,303089803,448391378,9961580,23680626.14,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
Coachella,Riverside,92236,Moderate,61.18,0.6519685051631071,0.5115,0.4153,1403,0.28,1.09,1.92,0.05,0.32,0.74,0.03,0.05,0.09,0,6516572,3401462,53721504,49483835,0,6470026,23463027,6528245,7052413,6470026,20820299,21775038,22922260,15712866,0,48188933,65084260,1670799,2643905.22,4219725,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Coalinga,Fresno,93210,Low,80.18,0.714652135684724,0.5144,0.4532,712,0.42,0.66,5.83,0.13,0.02,0.94,0.02,0.03,NA,NA,6632906,1137327,16073301,24228540,3.84,2778658,6687558,-1376016,-462031,2778658,7497262,9284751,9340021,455650,0,12346808,13110073,438326,677467.48,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,TRUE,FALSE
Colfax,Placer,95713,Low,88.62,0.8313888865674386,0.7322,0.5558,379,1.24,1.36,13.73,0.16,0.01,0.87,0.01,0.01,NA,NA,2893095,210686,8655625,6350924,0.41,2280556,1836733,1158153,1477886,2280556,1968994,2378545,2616933,92380,0,772950,890033,52523,79332.97,NA,0.0606,0.106,44.7677758064047,343810,46149,189096,45878,40.3,0.48834726916918697,0.34700000000000003,0.0011023530438323494,TRUE,TRUE
Colma,San Mateo,94014,Low,82.11,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,1.43,0.28,31.28,0.01,0.47,0.77,0.11,0.08,0.57,0.18,23274763,744062,6263088,22562901,0.08,25182278,17668550,21547836,24456213,25182278,18125611,18745552,18394615,10498331,0,34510536,44607437,2480491,1867545.32,12868954,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Colton,San Bernardino,92324,Moderate,70.4,0.6748090460761734,0.5012,0.37189999999999995,1391,0.53,0.57,17.66,0.09,0.86,0.71,0.06,0.11,0.22,0,18664657,1056736,79319422,139672228,0.46,20999736,39585149,9937323,15170133,20999736,28599769,31354198,33684181,96930121,22571063,251508305,356634554,7890610,15109145.84,30930886,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Colusa,Colusa,95932,Low,78.32,0.6603425117528543,0.5484,0.49340000000000006,18,0.75,1.26,9.73,0.08,0.48,0.71,0.02,0.08,0.11,0.5,1621091,166605,17492320,13883890,0.05,2607988,3456296,2374432,2422603,2607988,3109797,3497128,3614526,6622611,0,17851298,24971423,224523,1076721.19,1552579,0.13740000000000002,0.183,71.36672941176471,21250,40724,10592,35216,33.5,0.51403746438081,0.135,8.470588235294118e-4,FALSE,FALSE
Commerce,Los Angeles,90040,Low,87.06,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.79,0.15,8.38,0.08,0.33,0.73,0.03,0.05,0.56,0.05,39480102,4709067,13508442,92500654,-0.02,53018952,67068289,55268246,59647840,53018952,60330697,65655108,69544519,30186183,0,85903524,118468410,2665962,4981523.35,51384974,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Compton,Los Angeles,90220,High,29.64,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,-0.25,0.77,NA,NA,0.82,0.67,0.07,0.11,0.8,0,NA,NA,127505792,165816732,NA,-16545049,65855384,NA,NA,-16545049,NA,NA,71986281,135388191,0,286652251,428708886,11962285,18747060.38,132845706,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Concord,Contra Costa,94519,Moderate,57.53,0.7539949308861223,0.6535,0.4758,854,0.32,0.33,1.65,0.05,1.17,0.63,0.11,0.16,0.21,0.44,43622869,26430509,56116391,171605146,0.07,34208355,108283291,30097554,29008546,34208355,100831919,107044203,111628890,201271790,0,369869720,585383269,18792020,26633791.64,36639785,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
Corcoran,Kings,93212,Low,73.28,0.6342746931320331,0.4569,0.6423000000000001,210,0.43,1.13,6.97,0.26,0.37,0.75,0.04,0.07,NA,NA,3538623,507959,24283687,21578221,0.13,2908561,6771873,2456742,2027150,2908561,5025241,5401590,7790679,8005171,0,26007800,34642093,954101,1408673.77,NA,0.1036,0.14800000000000002,31.626446367827263,152278,24331,56878,40449,31.1,0.5644096382391779,0.124,0.0013790567251999633,FALSE,FALSE
Corning,Tehama,96021,Low,72.06,0.727765878189607,0.5775,0.5483,47,0.4,0.74,10.6,0.12,0.63,0.74,0.04,0.1,NA,NA,3069076,289494,9070765,12319307,0.35,2457288,6099149,1367395,1748527,2457288,5511564,6296797,6947017,6450683,1249973,20432719,27483261,507476,1183431.66,NA,0.08780000000000002,0.142,24.406846766627975,62891,27653,22776,34815,39.5,0.49810844892812106,0.131,7.473247364487765e-4,FALSE,FALSE
Corona,Riverside,92882,Low,78.13,0.6519685051631071,0.5115,0.4153,1403,0.71,0.4,5.32,0.03,0.7,0.69,0.09,0.1,0.35,0.25,90442084,17011287,143085792,355202846,0.13,95394308,134818502,75877383,77102894,95394308,139092871,145172129,147558288,249519582,0,566581005,820128779,31376012,36423557.84,122973870,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Coronado,San Diego,92118,Low,87.45,0.7251714669285065,0.6071,0.46,2328,1.18,0.1,33.02,0.05,0.57,0.78,0.07,0.12,0.02,0.65,112451813,3405920,7836446,81306847,0.01,67371948,57176121,66455353,72094218,67371948,58663533,60356238,63729845,46657376,0,178262756,228596479,5530500,9668974.95,1450270,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Corte Madera,Marin,94925,Low,85.99,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.72,0.27,9.35,0.12,0.51,0.72,0.05,0.07,0.26,0.21,15264283,1632480,9705136,36251225,0.41,16411035,22898529,8356614,11122829,16411035,21867605,23185991,27401233,18594161,0,51681126,71578284,1815179,2601753.9,9338000,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,FALSE,TRUE
Costa Mesa,Orange,92626,Moderate,52.99,0.8640684252298959,0.6275,0.4654,2109,0.36,0.32,7.61,0.09,1.78,0.63,0.16,0.24,0.32,0,42692997,5607554,53272639,166483695,-0.07,53016304,145722166,60811286,53185562,53016304,121469035,124030214,143753298,295591759,0,511822925,816421511,26007155,39998288.65,53202676,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Cotati,Sonoma,94931,Low,82.54,0.7457829876765855,0.6968000000000001,0.5943,453,0.95,0.35,14.2,0.13,0.7,0.71,0.09,0.1,0.02,0,6302601,443794,5037515,14522770,0.27,7199078,7606478,4527879,5686944,7199078,6961261,7188323,8868707,10142246,0,25280837,35749060,1293940,1463355.9,299337,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Covina,Los Angeles,91723,Moderate,50.86,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.18,0.69,1.27,0.1,0.88,0.71,0.07,0.15,0.1,0.07,3069582,2415380,45679360,66640082,0.52,7024627,39320968,3099344,5270236,7024627,33140919,38364088,39974630,58725552,0,156591910,221685571,4747312,9788352.37,6415602,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Crescent City,Del Norte,95531,Moderate,60.78,0.7119357736357512,0.5437,0.4844,18,0.48,2.05,2.58,0.06,0.53,0.71,0.05,0.08,0.06,0.29,2468979,958410,38928121,18957366,0.14,2588621,5442537,2055859,2012926,2588621,5020830,5327861,5657208,10074682,0,26405157,37016496,968710,1595161.57,1111491,0.08560000000000001,0.12300000000000001,25.58589461169971,28599,26039,11006,34736,39.1,0.5559944075498078,0.138,6.293926361061575e-4,FALSE,FALSE
Cudahy,Los Angeles,90201,Moderate,59.85,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.12,0.04,0.87,0.1,0.27,0.71,0.01,0.04,0.17,0.05,1285468,1474794,486967,12536926,0.11,1024657,8777306,906223,1308571,1024657,7055659,8258918,8453649,3422376,0,8628673,12231436,103577,535902.25,2099335,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Culver City,Los Angeles,90232,Moderate,67.71,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.59,0.22,7.06,0.07,1.21,0.66,0.11,0.18,0.44,0.36,76405489,10817473,42965470,193947925,0.06,69718296,117632888,62579714,66499189,69718296,104550462,115731351,119704547,233769988,0,483383776,732953434,20530984,35662811.59,84952433,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Cupertino,Santa Clara,95014,Low,80.36,0.7060058122206997,0.6068,0.5729,1142,0.59,0.35,5.85,-0.02,0.4,0.68,0.05,0.07,-0.01,1.04,65536494,11197352,35969078,102592315,-0.03,48998727,82390191,51695980,50790986,48998727,92812954,85106536,88788444,40879589,0,99333623,145432153,4634414,7299563.23,NA,0.0628,0.11,88.90492919246495,1765137,56799,1109828,81613,36.2,0.5016978300329015,0.46,6.469752772730955e-4,FALSE,TRUE
Cypress,Orange,90630,Low,76.99,0.8640684252298959,0.6275,0.4654,2109,0.71,0.1,11.7,0.07,0.88,0.74,0.1,0.15,0.18,0,19211963,1642300,5076179,51146534,0.12,22286172,31451525,19103087,16030834,22286172,32054266,33158138,36691594,45229146,0,143234323.63765,192365448.63765,5015786,7522809.02,9072799,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Daly City,San Mateo,94015,Moderate,70.38,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.56,0.17,5.99,0.08,1.1,0.75,0.1,0.17,0.3,0.19,53766613,8974410,26380095,157190198,0.18,46976288,83755828,34793026,34636736,46976288,78976778,84058262,91248759,154618130,17920000,509426676,682070229,15328051,27408697.44,47696555,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Dana Point,Orange,92629,Low,75.97,0.8640684252298959,0.6275,0.4654,2109,0.43,0.01,8.16,0.07,0.11,0.81,0.02,0.03,0.03,0,18005055,2206069,400701,46216157,-0.03,18851389,43455386,20163715,21139085,18851389,36748139,39280270,41545825,5095369,0,24283646,30057820,740130,1312576.11,1341315,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,TRUE,TRUE
Danville,Contra Costa,94526,Low,91.99,0.7539949308861223,0.6535,0.4758,854,0.65,0.17,4.62,0.07,NA,NA,NA,NA,NA,NA,23282525,5036754,7751816,45079988,0.05,19123045,29198788,17562289,18037776,19123045,25604120,26781154,28887619,NA,NA,NA,NA,NA,NA,NA,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,NA,FALSE
Davis,Yolo,95616,Moderate,60.33,0.8136606500405701,0.6175,0.4706,146,0.37,0.85,1.96,0.05,0.82,0.66,0.06,0.12,0.4,0.37,24769916,12656494,128477356,151264754,0.05,25174327,68935854,23119561,25768877,25174327,61940135,63405660,68291887,124605693,0,258467479,390686244,9209520,18867299.24,61037128,0.07060000000000001,0.115,53.37429113423528,199791,39536,120716,46723,30.4,0.4876104652610092,0.38,7.307636480121727e-4,FALSE,TRUE
