city,county,Employees,zipcode,overall_risk,overall_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_voter_reg_08,county_college_2008_12,county_avg_unemployed_05_09,county_per_cap_gdp_08,county_pop_08,county_per_cap_income_08,county_per_cap_1099_income_08,county_n_jobs_08,county_avg_wage_08,county_med_age_08,county_med_age_m_08,county_med_age_f_08,county_prop_m_08,county_prop_f_08
Mammoth Lakes,Mono,157,93546,Moderate,59.97,0.2,0.78,1.84,0.09,0.51,0.7,0.04,0.06,0.09,0.09,8220,0.004,7522777,4090381,33092323,42159777,0.84,5724510,28427911,2127598,5687184,5724510,23912413,28225760,27953084,21463818,0,49325236,70370003,1889553,2670208.67,3699902,0.700281279,0.291,0.0582,65.76619535,13862,39240,9491,10159,35623,37.2,37,37.4,0.53147444,0.46852556
Manhattan Beach,Los Angeles,574,90266,Moderate,68.67,0.34,0.43,3.87,0.04,0.71,0.76,0.06,0.13,-0.04,1.65,35418,0.034,24741761,6400407,45152504,105530921,0.1,23860400,70008530,19883693,23367583,23860400,66768157,69352157,71608819,74711389,0,234810786,309740189,6654361,13196690.99,NA,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Manteca,San Joaquin,765,95337,Low,81.59,0.78,0.49,11.02,0.08,0.68,0.68,0.06,0.1,0.21,0,81603,0.045,30142534,2734230,80843098,166213869,0.1,30107459,38711232,25223096,27480751,30107459,35568183,38403438,41272030,112754563,0,230415503,339681477,10522989,16327756.58,34115000,0.650551261,0.179,0.0986,35.11675292,671692,32080,4692,287022,40880,32.7,31.5,34,0.497923555,0.502076445
Maricopa,Kern,11,93252,Low,98.25,1.31,0,30.38,0.06,NA,NA,NA,NA,NA,NA,1194,0.111,294271,9685,0,924295,0.02,383486,293168,370238,383505,383486,259848,276063,293149,NA,NA,NA,NA,NA,NA,NA,0.657543308,0.149,0.097,52.20654335,818327,29257,3963,364533,41733,30.7,30.1,31.3,0.515831359,0.484168641
Marina,Monterey,155,93933,Moderate,66.23,0.57,1.34,3.52,-0.26,0.46,0.76,0.06,0.08,0.1,0,22456,0.032,12703836,3608354,55434374,41457351,0.3,11524099,20056615,6911396,8345964,11524099,56836455,20998269,23534750,18897109,145000,60532547,79494697,2524388,3343168.74,4093174,0.67757667,0.232,0.0836,50.36278083,406022,40587,9460,223750,42425,32.9,32.2,33.9,0.514220938,0.485779062
Martinez,Contra Costa,273,94553,Moderate,66.37,0.51,0.79,6.35,-0.02,0.85,0.72,0.08,0.11,0.2,0.52,38406,0.03,12682009,1997415,38255838,48488790,-0.02,12358561,24067223,12891020,13683283,12358561,22896354,22210623,22232253,40989108,0,102476444,142887180,3695280,5472454.64,9596970,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Marysville,Yuba,120,95901,Moderate,46.93,0.26,2.21,2.51,0.22,1,0.7,0.08,0.13,0,0,12452,0.059,3021330,1204880,32046512,14503962,2.32,2441490,9389502,269731,1273110,2441490,6754156,8371179,9927864,14454965,0,33228710,47691592,1122472,1830479.5,36489,0.655474581,0.136,0.113,34.93014086,71773,30642,4017,27011,43891,32.1,31.4,32.8,0.50380431,0.49619569
Maywood,Los Angeles,32,90270,Moderate,42.79,0.14,1.09,1.27,0.23,1.23,0.61,0.08,0.13,0.2,0,27196,0.044,4993993,3941041,15352647,14131282,-0.17,1565885,10843678,2537274,1438560,1565885,7436614,8042099,10989452,17433755,0,27514780,44901008,1093578,1851992.6,2875410,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
McFarland,Kern,68,93250,Moderate,49.81,0.27,NA,0,NA,NA,NA,NA,NA,NA,NA,15139,0.103,0,490143,NA,NA,0.05,2234266,8156673,2144061,2754139,2234266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.657543308,0.149,0.097,52.20654335,818327,29257,3963,364533,41733,30.7,30.1,31.3,0.515831359,0.484168641
Mendota,Fresno,63,93640,Low,83.98,0.51,0.6,5.85,0.02,0,1.03,0.01,0.01,NA,NA,11526,0.176,808757,138307,5921737,9895846,0.91,1017426,2004495,856513,292370,1017426,2286987,2156903,2340269,0,0,146054,141788,74542,121497.88,NA,0.714652136,0.194,0.1028,37.12329079,909630,30549,4517,441468,37825,30.6,29.8,31.6,0.499555054,0.500444946
Menifee,Riverside,143,92586,Low,86.82,0.57,0.18,2.44,0.34,0.01,0.92,0,0.01,0,0,92249,0.043,31335449,12843437,18975498,107459408,0.77,24827362,43628952,8041821,12552969,24827362,32148468,35830906,55729807,551431,0,5680560,6180399,524088,591284.67,181271,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Menlo Park,San Mateo,531,94025,Low,82.62,0.62,0.29,5.43,0.1,0.59,0.76,0.06,0.1,-0.02,1.1,34500,0.021,37150640,6839728,28663052,97986553,0.09,35711323,57581150,30342943,31822736,35711323,51089111,52989466,60990425,57357994,0,175978902,231587825,5554618,9731908.25,NA,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
Merced,Merced,608,95340,Moderate,65.2,0.39,0.5,8.15,0.06,0.75,0.73,0.06,0.11,0.28,0.06,83113,0.069,18228705,2236324,58769455,117651200,0.09,15616507,40203425,13208816,15192640,15616507,35805318,37906962,39986340,83699839,4350000,227456379,311636377,7122814,13280847.12,32387000,0.692389903,0.125,0.1188,29.54194972,250538,26936,3459,90756,35639,29.6,28.7,30.5,0.50328586,0.49671414
Mill Valley,Marin,446,94941,Moderate,60.3,0.25,0.31,4.54,0.08,0.82,0.75,0.07,0.12,0.46,0.3,14296,0.016,10185397,2241066,15528015,50224669,0.02,8517509,34108165,8228756,7750455,8517509,29977718,32111083,34739931,38221086,3170000,112462480,150653761,3278220,6138641.99,23111051,0.858973581,0.546,0.047,67.96443611,248398,90003,30928,181971,56427,44.5,43,46,0.491551411,0.508448589
Millbrae,San Mateo,171,94030,Moderate,64.56,0.57,1.14,8.64,0.04,1.09,0.71,0.06,0.11,0.12,0.5,22530,0.022,19354262,2239994,65171867,57240072,-0.04,19258511,33641468,20933888,23072970,19258511,28214447,29309882,30075698,48739905,13725187,116541154,165289968,3312932,6206296.6,7018509,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
Milpitas,Santa Clara,684,95035,Low,82.45,0.98,0.1,6.19,0.08,0.99,0.67,0.08,0.13,0.23,0.47,80208,0.028,92184730,14891687,19455894,189194742,0.64,82767859,84611704,30901414,52532102,82767859,85722396,91988094,99123231,186770421,0,388059299,575155380,15491069,25408802.72,44413773,0.706005812,0.46,0.0628,91.79353048,1740964,61220,12764,1164619,81944,36.2,35.3,37.1,0.501700678,0.498299322
Mission Viejo,Orange,332,92691,Low,77.51,0.47,0.53,4.62,0.01,0.29,0.77,0.03,0.05,-0.01,1.1,94925,0.03,31420073,6803293,39021863,74240476,-0.04,29485180,62183752,31752597,31019396,29485180,57233284,59120350,58672375,21733300,0,68649273,88649132,2237110,3781967.01,NA,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Modesto,Stanislaus,1684,95353,Moderate,44.99,0.17,1.38,1.52,0.04,0.87,0.7,0.06,0.13,0.08,0,214389,0.059,15620367,10254295,493619192,357631225,-0.02,21189859,127386365,22325903,25164000,21189859,117905252,118812169,126259696,312416341,0,744728205,1059719704,22562604,45279407.25,29398521,0.712596181,0.163,0.1042,35.30845605,509032,31117,4392,223665,39473,32.9,31.7,34.1,0.494678814,0.505321186
Monrovia,Los Angeles,415,91016,High,37.05,0.13,1.12,0.9,0.01,3.03,1.01,0.12,0.07,0.45,0,36592,0.039,2119049,2343387,77709144,69417368,-0.06,6094181,45434762,7011652,5820692,6094181,32804852,30831192,33219484,100091789,110190000,315427984,313126189,8194751,4844654.35,31550000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Montague,Siskiyou,42,96064,Low,93.61,1.8,0.44,34.93,0.01,0.17,0.82,0.01,0.03,NA,NA,1394,NA,789879,22613,830587,1883045,0,820882,455685,826604,880561,820882,384978,393720,394671,311874,0,1407782,1715892,18924,63995.74,NA,0.784702383,0.231,0.1008,32.44723091,44780,31784,6697,22084,32841,47,45.7,48.2,0.498775056,0.501224944
Montclair,San Bernardino,345,91763,Moderate,51.65,0.43,1.07,7.2,0,1.46,0.7,0.1,0.2,0.26,0,39324,0.036,9997848,1389497,48726751,45706888,0.03,13860935,32613176,13044223,13880997,13860935,32074518,31506545,32001505,66958093,0,156226062,224701815,4769185,9057630.28,11804670,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Monte Sereno,Santa Clara,13,95030,Low,91.18,1.88,0.01,69.41,0.06,0.15,0.92,0.02,0.04,0.2,0,3480,NA,6445185,92851,30356,3510862,-0.05,5855210,3122713,6446372,5942841,5855210,2704728,2708961,3046909,513753,0,4670074,5078581,59622,142323.45,691126,0.706005812,0.46,0.0628,91.79353048,1740964,61220,12764,1164619,81944,36.2,35.3,37.1,0.501700678,0.498299322
Montebello,Los Angeles,712,90640,Moderate,47.72,0.22,1.01,2.17,-0.02,1.22,0.7,0.09,0.16,0.25,0,62440,0.05,16858134,7756023,112873783,111733973,0.14,11287858,50478306,9325124,7995872,11287858,42852558,40356389,41515893,135834407,0,310211004,444737712,10491982,18221999.15,28012070,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Monterey,Monterey,1063,93940,Moderate,50.05,0.2,0.65,1.39,0.03,1.1,0.68,0.03,0.17,0.07,0.18,28170,0.027,15992742,11521226,86037778,132189367,-0.01,15689371,78182285,16065743,16479321,15689371,72265670,71328981,75553480,144836746,0,307573142,452411685,4480650,21832413.28,9583049,0.67757667,0.232,0.0836,50.36278083,406022,40587,9460,223750,42425,32.9,32.2,33.9,0.514220938,0.485779062
Monterey Park,Los Angeles,538,91754,Moderate,70.33,0.72,0.39,8.33,0.03,1.28,0.72,0.1,0.17,0.34,0.15,60198,0.042,29886235,3585921,34549211,88142798,0.05,29886581,41327844,27585956,29386312,29886581,38649600,40384168,41019677,99610760,13075000,256585810,356612756,8875167,15182547.29,30097000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Moorpark,Ventura,108,93021,Low,75.28,0.21,0.02,3.19,0.07,0.13,1.01,0.03,0.02,-0.01,1.19,36438,0.031,4687080,1470174,602095,31208965,0.26,4428985,21183766,2865439,3011336,4428985,17156766,16453361,19315069,3959121,0,35469227,34945609,819439,691725.97,NA,0.813841698,0.312,0.0604,62.91647579,806353,45937,8871,441320,48206,36.2,34.8,37.7,0.496732733,0.503267267
Moraga,Contra Costa,60,94556,Low,76.1,0.51,0.49,12.53,-0.08,0.38,0.77,0.02,0.07,NA,NA,17693,0.02,3505353,279754,7823802,16111325,-0.13,5500590,10733986,7310692,7001356,5500590,9523356,7442123,7998461,6156875,0,21025998,27161465,274211,1193142.5,NA,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Moreno Valley,Riverside,555,92553,Low,73.99,0.41,0.47,2.47,0.06,0.35,0.67,0.03,0.05,0.03,0.59,208889,0.046,61538811,24928030,96434392,206021003,0.02,44277280,107247625,42906058,47736679,44277280,92462442,92539983,103125363,72410028,0,139792584,207884851,5738708,10514666.92,7099335,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Morgan Hill,Santa Clara,513,95037,Moderate,66.23,0.38,0.55,6.92,0.04,0.5,0.73,0.06,0.1,0.05,0.15,45084,0.029,13725625,1982803,49205213,90009214,-0.04,14715819,38603769,15894753,14379374,14715819,34652593,35364556,37643866,45062944,0,123577583,169468028,5060556,8711032.36,4465182,0.706005812,0.46,0.0628,91.79353048,1740964,61220,12764,1164619,81944,36.2,35.3,37.1,0.501700678,0.498299322
Morro Bay,San Luis Obispo,300,93442,Moderate,63.35,0.28,0.1,3,0.04,0.78,0.73,0.03,0.11,0.08,0,10559,0.048,3842488,1281181,3220344,31663623,-0.01,4025148,14328014,4214177,3531710,4025148,12225454,12440576,13198834,24614259,685,64393092,88299245,875670,3578442.34,2511758,0.832074303,0.315,0.0548,47.20735251,266358,39692,9659,154624,39377,39.4,37.4,41.5,0.511795488,0.488204512
Mountain View,Santa Clara,1088,94039,Low,88.28,0.84,0.27,7.3,0.09,0.63,0.72,0.06,0.09,0.09,0.77,83168,0.02,137914000,18899000,100112000,367981000,0.09,126598000,150985000,107718000,117728000,126598000,132825000,141832000,155401000,230222000,0,567660102,783882511,20419000,34897280.45,33229000,0.706005812,0.46,0.0628,91.79353048,1740964,61220,12764,1164619,81944,36.2,35.3,37.1,0.501700678,0.498299322
Mt. Shasta,Siskiyou,48,96067,Low,75.29,0.37,0.15,3.17,-0.03,0.47,0.76,0.04,0.08,NA,NA,3277,0.017,1102110,347249,1209836,7826410,0.18,1253502,3346566,935063,897507,1253502,3483440,3520797,3304704,3660325,0,11650145,15266738,326891,633886.31,NA,0.784702383,0.231,0.1008,32.44723091,44780,31784,6697,22084,32841,47,45.7,48.2,0.498775056,0.501224944
Murrieta,Riverside,399,92562,Low,79.18,0.64,0.31,5.41,0.05,0.48,0.77,0.07,0.08,0.29,0.14,114715,0.035,30977788,5720965,28622314,92025774,0.09,26488358,41634368,22974820,21141103,26488358,41796091,40811157,45796411,44519908,0,109806451,142160711,6519078,7053708.23,26339158,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Napa,Napa,698,94559,Moderate,62.48,0.26,0.33,3.25,0.05,0.79,0.66,0.08,0.11,0.03,0.44,78946,0.031,22737997,7003964,70044892,212457875,0.06,24882191,97031389,22424769,25188778,24882191,83372542,84016177,91591307,167593585,0,325522542,496107167,17267751,24050664.99,6800959,0.779035315,0.312,0.0522,60.9191233,134093,47613,12170,91679,46528,39.7,38.2,41,0.49939187,0.50060813
National City,San Diego,445,91950,Moderate,71.04,0.69,0.31,5.27,0.02,1.1,0.69,0.1,0.16,0.06,0,61272,0.046,38524469,7315657,28365397,91346978,0.02,39589001,57554266,38544177,37814021,39589001,52873165,51623027,54814126,100576938,0,228914556,331805265,8792284,14833342.48,5268116,0.725171467,0.344,0.0574,59.13658278,3022116,44860,9670,1882625,50388,34.6,33.2,36.1,0.501945684,0.498054316
Needles,San Bernardino,101,92363,Low,78.71,0.63,0.73,1.38,0.1,0.18,0.8,0.02,0.03,0.05,0,4977,0.028,1182001,856044,16379100,22511830,0.21,3103217,4891385,2141234,2454616,3103217,3210149,3763858,3824472,4077526,0,16100925,20012816,391481,743531.89,1230602,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Nevada City,Nevada,84,95959,Moderate,63.9,0.14,0.46,4.2,0.06,0.51,0.74,0.03,0.09,NA,NA,3139,0.03,1502100,357711,4271072,9339959,-0.15,591147,4319201,815569,630837,591147,3643616,3910024,4047100,4744191,0,13635137,18387990,266657,795410.85,NA,0.855075962,0.327,0.0624,36.34338086,98200,44033,10723,52482,39159,47.6,46.1,48.9,0.494461545,0.505538455
Newark,Alameda,412,94560,Low,76.46,0.83,0.17,13.32,0.1,1.37,0.66,0.1,0.18,0.07,0.23,48185,0.028,41383079,3106252,13013924,74394329,0.22,43606972,52658577,29439063,33751098,43606972,51733287,55337168,62207123,101929323,0,199611077,302239197,7704010,13396541.55,5567837,0.813018889,0.411,0.0622,62.71487157,1477208,48524,8583,903624,60165,36.6,35.6,37.5,0.490357691,0.509642309
Newman,Stanislaus,79,95360,Low,80.95,0.56,0.04,4.54,0.03,0.47,0.72,0.07,0.07,NA,NA,11611,0.085,3038570,670014,519459,11756733,0.02,2718927,4877373,2638064,2683501,2718927,4198013,4408689,4463456,5473849,0,13606045,18946306,822534,869054.9,NA,0.712596181,0.163,0.1042,35.30845605,509032,31117,4392,223665,39473,32.9,31.7,34.1,0.494678814,0.505321186
Newport Beach,Orange,1305,92660,Moderate,58.61,0.35,0.54,5.75,0.05,1.18,0.68,0.12,0.16,0.09,0.43,85074,0.027,75491561,13127292,148392844,276863007,0.09,75449904,212542370,63545372,71147014,75449904,199129107,204374344,216516466,325643111,0,673317415,983800222,33448689,44982826.64,25519576,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Norco,Riverside,175,92860,Low,78.09,0.64,0.91,5.15,0.04,0.44,0.7,0.03,0.05,0.22,0.45,26791,0.037,13926620,2702718,40700174,44783775,0.1,12390363,19413790,10312820,11779031,12390363,18032263,18368765,19534565,19490441,0,45711114,64873602,1466344,2226242.72,9861471,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Norwalk,Los Angeles,594,90650,Moderate,65.97,0.33,0.29,3.28,0.02,0.55,0.72,0.04,0.08,0.37,0.12,104798,0.046,14110585,4297148,27634249,94788671,-0.04,15429547,46640019,16647202,15846406,15429547,44773986,44372786,46533016,52534941,0,130160489,181687839,4252350,7500995.74,35354847,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Novato,Marin,430,94945,Moderate,66.69,0.55,0.35,7.11,0.03,1.23,0.76,0.07,0.14,0.07,0.21,55640,0.025,22831461,3211270,18835321,53629806,-0.05,23089966,41754562,25906216,22456910,23089966,38029003,36945383,40063989,47489946,18599366,154382808,201890006,3852561,7493693.17,3681000,0.858973581,0.546,0.047,67.96443611,248398,90003,30928,181971,56427,44.5,43,46,0.491551411,0.508448589
Oakdale,Stanislaus,143,95361,Moderate,66.2,0.33,0.48,1.66,0.02,0.78,0.73,0.05,0.1,NA,NA,23395,0.081,2545772,1531845,16152114,33380551,0.09,4398417,13493142,3840354,4889007,4398417,11753360,12134925,12218253,23428400,2519100,62363615,85817946,1657298,3226699.31,NA,0.712596181,0.163,0.1042,35.30845605,509032,31117,4392,223665,39473,32.9,31.7,34.1,0.494678814,0.505321186
Oakland,Alameda,6326,94612,Moderate,43.66,0.2,0.61,2.97,0.05,1.7,0.66,0.14,0.17,0.68,0.01,429056,0.035,457695000,153902000,752337000,1241476000,0.15,150083000,739184000,123332000,104322000,150083000,694886000,704726000,765882000,1703925000,407951000,3606668295,5494606193,168272000,213937731.6,849471000,0.813018889,0.411,0.0622,62.71487157,1477208,48524,8583,903624,60165,36.6,35.6,37.5,0.490357691,0.509642309
Oakley,Contra Costa,129,94561,Low,95.07,0.85,0.27,8.13,0.08,0.05,0.82,0.03,0.04,NA,NA,42121,0.036,11277726,1386498,10419636,38687686,0.08,11428720,13425474,10010917,9394999,11428720,12772318,13856790,15006026,2059612,0,8881697,10860577,986847,1381081.21,0,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Oceanside,San Diego,1219,92054,Moderate,66.37,0.37,0.26,9.2,0.04,0.72,0.76,0.06,0.1,0.02,0,175758,0.035,64736213,7037872,98495709,377708769,0.03,56545263,151427200,55174298,64354478,56545263,130355329,135518722,140010179,244166806,26660000,718416784,946617649,24381485,38087865.12,5730327,0.725171467,0.344,0.0574,59.13658278,3022116,44860,9670,1882625,50388,34.6,33.2,36.1,0.501945684,0.498054316
Ojai,Ventura,122,93023,Moderate,70.73,0.38,0.03,2.55,0.05,0.46,0.73,0.05,0.06,0.32,0.09,7480,0.03,3812125,1493368,395568,11845922,0.04,3640798,9673936,3383517,3613618,3640798,8673551,9518993,9426144,5394741,0,13732265,18882932,586485,696680.58,3801352,0.813841698,0.312,0.0604,62.91647579,806353,45937,8871,441320,48206,36.2,34.8,37.7,0.496732733,0.503267267
Ontario,San Bernardino,1520,91764,Moderate,59.64,0.26,0.36,2.66,0.06,0.56,0.73,0.05,0.1,0.56,0,180718,0.036,55542650,20884494,172464400,481765926,-0.19,68476315,259373645,103593755,80958888,68476315,200480478,194759294,224013641,268431026,0,739925428,1012499811,26208003,47960377.46,268308897,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Orange,Orange,890,92866,Moderate,53.94,0.31,0.15,6.62,0.02,1.56,0.7,0.12,0.21,0.18,0,139449,0.03,29842077,4509805,26207066,169275489,0,34763378,112147880,34732497,35810692,34763378,108218191,112747293,111107475,263996533,0,627549436,891358024,20768531,36193842.1,31274406,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Orange Cove,Fresno,53,93646,Low,81.61,0.49,0.28,3.14,0.09,0.04,0.97,0.02,0.04,NA,NA,10286,0.117,430618,137124,2571451,9322725,-0.23,1348316,2737719,2309983,1523949,1348316,2155787,2088851,2502192,334714,0,7835707,8081308,195039,350885.3,NA,0.714652136,0.194,0.1028,37.12329079,909630,30549,4517,441468,37825,30.6,29.8,31.6,0.499555054,0.500444946
Orinda,Contra Costa,82,94563,Low,71.48,0.65,2.29,4.11,0.05,NA,NA,NA,NA,0.02,0,19821,0.019,9508346,2314992,53465098,23377157,0.02,8917186,13720615,9204680,6840309,8917186,13585483,13541440,14898308,NA,NA,NA,NA,NA,NA,411965,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Orland,Glenn,91,95963,Moderate,57.55,0.2,0.66,1.54,0.22,0.71,0.73,0.05,0.1,0.05,0,7635,0.068,880950,573651,6108280,9233337,2.11,1086261,5526811,157645,750291,1086261,3697975,4109425,5459053,5761376,814100,15887457,21629331,493433,922972.93,498836,0.707024135,0.154,0.1006,37.95106892,28019,30006,4650,11795,34368,35.3,34.4,36.2,0.504622715,0.495377285
Oroville,Butte,113,95965,Moderate,67.8,0.47,0.2,2.61,0.08,1.15,0.74,0.06,0.14,0.08,0,19130,0.053,5661493,2173317,4582552,22437254,0.19,6002676,12681720,4293494,4538168,6002676,11935751,12254747,13687991,21705655,4010000,61720290,83600896,1416929,3178016.77,1852949,0.76934302,0.24,0.0816,33.56159774,219034,31896,5953,103874,35124,37.2,35.2,39.3,0.495140909,0.504859091
Oxnard,Ventura,2058,93030,Moderate,49.83,0.19,1.21,2.54,0.02,0.8,0.74,0.08,0.12,0.1,0,209271,0.049,35830461,14097842,451831724,374882721,0.01,29903896,155284695,33738072,45433494,29903896,140041669,145646208,144677250,301098307,0,813388654,1103810587,30633251,43866198.47,36120740,0.813841698,0.312,0.0604,62.91647579,806353,45937,8871,441320,48206,36.2,34.8,37.7,0.496732733,0.503267267
Pacific Grove,Monterey,163,93950,Moderate,62.96,0.51,0.35,8.3,0.05,1.68,0.71,0.07,0.16,0.12,0,15487,0.052,10567638,1273173,11182445,32210488,0.09,11652288,22744347,9894619,11632102,11652288,20814062,21977796,22919219,39440944,14680804,99304058,138983366,2392372,5174987.12,3805435,0.67757667,0.232,0.0836,50.36278083,406022,40587,9460,223750,42425,32.9,32.2,33.9,0.514220938,0.485779062
Pacifica,San Mateo,331,94044,Moderate,49.98,0.28,1.19,1.6,0.02,1.08,0.78,0.07,0.14,0.11,0,38754,0.024,6542655,4100788,66589669,56135846,0.22,8550384,30984437,5864279,6309097,8550384,30973052,30436194,32332322,50800672,10035001,173298451,223323834,4091491,7964549.51,6304041,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
Palm Desert,Riverside,123,92260,Low,92.13,1.47,0.07,11.61,0.06,0.39,0.73,0.04,0.05,0.04,0.77,53129,0.044,79377363,6834955,6898339,98946626,0.05,79861454,54468225,72834025,74918565,79861454,53437908,56079870,59241399,38965978,0,95138442,129976022,4219764,4648890.6,4120584,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Palm Springs,Riverside,513,92263,Moderate,58.05,0.45,1,5.78,0.1,0.99,0.68,0.07,0.12,0.75,0,48355,0.041,38319652,6629931,189490296,189963571,0.36,47290762,105193938,26430673,29551333,47290762,100813715,110625348,122045867,167874462,20011558,341470447,505101604,13718329,23054281.8,141642158,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Palmdale,Los Angeles,714,93550,Low,89.19,0.76,0.74,5.83,0.03,0.34,0.75,0.03,0.05,0,1.81,156158,0.063,54622784,9369194,92172249,123862103,0.15,47752858,62700924,35965607,42456902,47752858,60455502,61219341,64428761,42266965,0,127867280,171085845,3509493,6570334.81,NA,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Palo Alto,Santa Clara,1445,94303,Moderate,64.24,0.31,0.33,5.61,0.05,0.75,0.66,0.06,0.11,0.28,0.37,66258,0.022,49250000,8784000,183896000,556761000,0.01,60297000,195155000,59843000,55398000,60297000,165830000,164400000,180084000,415112000,0,826841137,1250737476,34255000,58895518.77,153509000,0.706005812,0.46,0.0628,91.79353048,1740964,61220,12764,1164619,81944,36.2,35.3,37.1,0.501700678,0.498299322
Palos Verdes Estates,Los Angeles,79,90274,Low,75.99,0.59,0.06,10.88,0.04,0.87,0.75,0.07,0.14,NA,NA,13360,0.022,9930705,912657,1046056,17312586,-0.07,9796521,16716758,11313807,11123488,9796521,13237705,13748783,14206383,15040247,0,45045988,60218533,1202046,2456300.63,NA,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Paradise,Butte,86,95969,Moderate,52.44,0.2,0.08,3,0.05,1.48,0.72,0.07,0.13,0.48,0.01,26711,0.049,1163619,388288,1686285,21726542,0.84,2521411,12807870,805798,1892966,2521411,11637038,12058020,12677964,21713980,10389129,55939164,77773799,1458470,2870598.6,10446476,0.76934302,0.24,0.0816,33.56159774,219034,31896,5953,103874,35124,37.2,35.2,39.3,0.495140909,0.504859091
Paramount,Los Angeles,437,90723,Low,78.23,0.62,0.27,9.63,0.03,0.51,0.75,0.06,0.08,0.27,0.21,54259,0.051,14336433,1488889,12381257,45214315,0.03,16322553,26164875,15685311,15177816,16322553,25234094,24994736,26701585,22896454,0,64787730,85973150,2644757,3432566.74,12047000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
